"text_description","kbli_code","kbli_label","kbji_code","kbji_label"
"merawat dan memelihara tanaman kelapa sawit milik perusahaan.jasa perawatan.perusahaan perkebunan kelapa sawit.","01262","PERKEBUNAN BUAH KELAPA SAWIT","9211","BURUH PERTANIAN"
"mencangkul, membersihkan dan menanam singkong, serta beberapa tanaman pisang).ubi kayu, daun singkong, dan buah pisang.kebun milik sendiri.","01135","PERTANIAN ANEKA UMBI PALAWIJA","6111","PEKERJA PERTANIAN TANAMAN PANGAN DAN TANAMAN SEMUSIM"
"pemanen kelapa sawit.jasa pemanenan.perusahaan perkebunan kelapa sawit.","01262","PERKEBUNAN BUAH KELAPA SAWIT","9211","BURUH PERTANIAN"
"kasi pemerintahan desa membuat surat keterangan miskin warga, melakukan rapat kordinasi dengan lembaga pemerintahan di kecamatan.jasa pemerintahan.administrasi pelayanan pemerintahan desa.","84112","PENYELENGGARAAN PEMERINTAH NEGARA DAN KESEKRETARIATAN NEGARA","1113","KETUA ADAT DAN KEPALA WILAYAH"
"mengawasi panen buah kelapa sawit.buah kelapa sawit tbs.perkebunan buah kelapa sawit kebun pribadi milik sendiri.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"membersihkan kebun/tebas.buah kelapa sawit.perkebunan buah kelapa sawit milik sendiri kebun pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"panen buah kelapa sawit.kebun buah sawit tbs.panen buah kelapa sawit di per orangan milik orang lain /kebun rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memasang pukat, perangkap ikan masang bubu dan menaut /pasang tajur ikan.ikan.nelayan tangkap di perairan darat sungai.","03121","PENANGKAPAN PISCES/IKAN BERSIRIP DI PERAIRAN DARAT","6340","NELAYAN, PEMBURU, PENANGKAP DAN PENGUMPUL SUBSISTEN"
"mengawasi panen buah kelapa sawit.buah kelapa sawit tbs.perkebunan buah kelapa sawit milik sendiri/milik pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"tebas dan pupuk kebun kelapa sawit.buah kelapa sawit tbs.perkebunan milik pribadi kebun kelapa sawit milik sendiri.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"menebas, sekaligus ngawasi panen buah kelapa sawit.kebun buah kelapa sawit tbs.perkebunan buah sawit milik sendiri/milik pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengajar di sekolah dasar.jasa pendidikan.menyelenggarakan pendidikan di sekolah dasar negeri.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"mengawasi proses panen buah kelapa sawit.buah kelapa sawit tbs.perusahaan perkebunan buah kelapa sawit pt sungai rangit.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengajar di sekolah dasar.jasa pendidikan.menyelenggarakan pendidikan di sekolah dasar negri sukaraja.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"melayani pembeli di toko.perdagangan.toko jual beli sembako mini market nala mart.","47111","PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU DI MINIMARKET/SUPERMARKET/HYPERMARKET","5223","ASISTEN PENJUALAN TOKO"
"melayani pembeli membungkus merapikan barang di toko.perdagangan.minimarket toko nala mart.","47111","PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU DI MINIMARKET/SUPERMARKET/HYPERMARKET","5223","ASISTEN PENJUALAN TOKO"
"memupuk sawit di perusahaan kelapa sawit.tandan buah segar.perkebunan kelapa sawit pt sbe.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"melayani pembeli di warung sembako.perdagangan.warung/toko sembako milik sendiri.","47112","PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)","5221","PEMILIK TOKO"
"mejaga di kantor perusahan kelapa sawit  pt pam.jasa keamanan.pt pam perusahan kelapa sawit.","01262","PERKEBUNAN BUAH KELAPA SAWIT","5414","PENJAGA KEAMANAN"
"menjaga toko melayani pembeli.perdagangan.toko/warung sembako milik sendiri.","47112","PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)","5221","PEMILIK TOKO"
"mengawasi panen, pupuk perawatan kebun sawit.tandan buah segar tbs.kebun sawit milik sendiri.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"menjaga di pos satpam/securiti.tandan buah segar tbs.perusahaan perkebunan kelapa sawit pt sungai bila estate sbe.","01262","PERKEBUNAN BUAH KELAPA SAWIT","5414","PENJAGA KEAMANAN"
"menjual aneka makanan dan minuman rokok, beras, gula, kopi jual sembako.perdagangan.warung sembako milik pribadi.","47112","PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)","5221","PEMILIK TOKO"
"menebas kebun sawit.tandan buah segar tbs.kebun sawit pribadi milik orang lain.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"membantu suami panen, tebas di kebun sawit.tandan buah segar tbs.perkebunan kelapa sawit milik sendiri/pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"megawasi proses pemanenan buah kelapa sawit.tandan buah segar.perkebunan kelapa sawit milik pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"menjala dan pasang pukat pasang perangkap ikan.ikan.nelayan tangkap ikan di sungai.","03142","JASA PRODUKSI PENANGKAPAN IKAN DI PERAIRAN DARAT","6340","NELAYAN, PEMBURU, PENANGKAP DAN PENGUMPUL SUBSISTEN"
"menjaga di pos securiti afdeling 4.buah kelapa sawit tbs.pt sungai bila estate, perekunan buah kelapa sawit.","01262","PERKEBUNAN BUAH KELAPA SAWIT","5414","PENJAGA KEAMANAN"
"panen buah sawit dan tebas kebun kelapa sawit.tandan buah segar tbs.perkebunan sawit milik pribadi/kebun sendiri.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"membuat titian panen kerja borongan.tandan buah segar kelapa sawit tbs.perkebunan kelapa sawit pt sungai bila estate pt sbe.","01262","PERKEBUNAN BUAH KELAPA SAWIT","7115","TUKANG KAYU BANGUNAN"
"menebas kebun dan panen buah sawit di lahan kebun sawit.tandan buah segar tbs.kebun sawit pribadi milik pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"membersihakan kebun tebas di lahan sawit.tbs tandan buah segar.kebun sawit pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"melayani pembeli membungkus gula.perdagangan.toko/warung sembako milik orang tua.","47112","PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)","5223","ASISTEN PENJUALAN TOKO"
"mengangkut buah kelapa sawit ke tempat pungut hasil (tph).buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","9622","PEKERJA SERABUTAN"
"mengawasi proses panen kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"melakukan jual beli buah kelapa sawit.buah kelapa sawit (tbs).perdagangan besar buah kelapa sawit.","46202","PERDAGANGAN BESAR BUAH YANG MENGANDUNG MINYAK","1420","MANAJER PERDAGANGAN BESAR DAN ECERAN"
"mengajar di sekolah dasar.jasa pendidikan.menyelenggarakan pendidikan di sekolah dasar negeri.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"membantu mencuci piring, gelas dan melayani pembeli.makanan dan minuman.warung makanana dan minuman.","56102","RUMAH/WARUNG MAKAN","5131","PRAMUSAJI"
"menjual makanan dan minuman.makanan dan minuman.warung makanan dan minuman.","56102","RUMAH/WARUNG MAKAN","1412","MANAJER PENYEDIAAN MAKANAN DAN MINUMAN"
"memasak makanan di rumah makan.makanan dan minuman.penyediaan makan minum rumah makan.","56102","RUMAH/WARUNG MAKAN","5120","JURU MASAK"
"mengawasi proses panen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengangkut buah kelapa sawit perusahaan.buah kelapa sawit (tbs).perkebunan kelapa sawit perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","8332","PENGEMUDI TRUK BERAT DAN TRUK KONTAINER"
"memanen buah kelapa sawit.buah kelapa sawit.perkebunan kelapa sawit perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"membersihkan, penyemprotan dan memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"kepala desa.jasa pemerintahan.adminsttasi pelayanan pemerintah (pemerintah desa).","84112","PENYELENGGARAAN PEMERINTAH NEGARA DAN KESEKRETARIATAN NEGARA","1113","KETUA ADAT DAN KEPALA WILAYAH"
"membersihkan dan pemeliharaan mushola perusahaan (marbot).buah kelapa sawit (tbs).perkebunan kelapa sawit perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","9112","TENAGA KEBERSIHAN DAN JURU BANTU DI KANTOR, HOTEL, DAN TEMPAT LAINNYA"
"memasak makanan di rumah makan.makanan dan minuman.penyediaan makan minum rumah makan.","56102","RUMAH/WARUNG MAKAN","5120","JURU MASAK"
"melakukan jual beli buah kelapa sawit.buah kelapa sawit (tbs).perdagangan besar buah kelapa sawit.","46202","PERDAGANGAN BESAR BUAH YANG MENGANDUNG MINYAK","5222","SUPERVISOR TOKO"
"membantu memanen buah kelapa sawit milik pribadi.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"penyuluh pertanian lapangan (ppl).jasa pemerintahan.administrasi pelayanan pemerintahan.","84131","KEGIATAN LEMBAGA PEMERINTAHAN BIDANG PERTANIAN","3142","TEKNISI PERTANIAN"
"mengawasi proses panen dan penyemprotan kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memupuk dan menebas lahan kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengawasi dan mengontrol pekerja panen dan penyemprotan kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"membuat makanan katering untuk acara.makanan dan minuman.penyediaan makan minum katering.","56102","RUMAH/WARUNG MAKAN","1412","MANAJER PENYEDIAAN MAKANAN DAN MINUMAN"
"memanen kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengawasi kerja panen, menebas dan menyemprot kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengawasi proses panen dan pemeliharaan kebun sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01261","PERKEBUNAN BUAH KELAPA","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengontrol penyemprotan dan pekerja panen kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengawasi dan mengontrol peker panen.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengawasi penyemprotan dan proses panen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit di lahan milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"melayani anak balita (kader posyandu).jasa pemerintahan.pelayanan kesehatan, pemerintah desa.","86901","AKTIVITAS PELAYANAN KESEHATAN YANG DILAKUKAN OLEH TENAGA KESEHATAN SELAIN DOKTER DAN DOKTER GIGI","3253","PEKERJA KESEHATAN MASYARAKAT"
"memanen kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengangkut buah kelapa sawit di tempat pungut hasil (tph).buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"menebas dan menyemprot perkebunan kelapa sawit milik pribadi.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengawasi proses pemupukan, penyemprotan dan panen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"menyemprot dan menebas perkebunan kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"membuat laporan harian afdeling (kerani).buah kelapa sawit (tbs).perkebunan kelapa sawit perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"satpam perusahaan.buah kelapa sawit (tbs).perkebunan kelapa sawit perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","5414","PENJAGA KEAMANAN"
"menyemprot dan memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/sawit rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"menebas dan membersihkan piringan kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengajar di sekolah dasar.jasa pendidikan.menyelenggarakan pendidikan di sekolah dasar negeri.","85111","PENDIDIKAN DASAR/IBTIDAIYAH PEMERINTAH","2341","GURU SEKOLAH DASAR"
"operator motor grader atau pembersih jalan.buah kelapa sawit (tbs).perkebunan kelapa sawit perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","8344","OPERATOR FORKLIFT"
"menjual makanan ringan dan minuman.makanan ringan dan minuman.warung makanan ringan dan minuman.","47112","PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI MINIMARKET/SUPERMARKET/HYPERMARKET (TRADISIONAL)","5211","PEDAGANG DI KIOS DAN LOS PASAR"
"meluruskan rambut(semoting) dan memotong.jasa pangkas rambut.aktivitas salon kecantikan milik sendiri.","96112","AKTIVITAS SALON KECANTIKAN","5141","PENATA RAMBUT"
"mengemudikan trak bermuatan kelapa sawit.kelapa sawit(tbs).perkebunan kelapa sawit milik pribadi/warga.","01262","PERKEBUNAN BUAH KELAPA SAWIT","8332","PENGEMUDI TRUK BERAT DAN TRUK KONTAINER"
"mengemudikan trak muatan tbs dari lahan ke pabrik.kelapa sawit tbs.perkebunan kelapa sawit pt ksk( kopkar).","01262","PERKEBUNAN BUAH KELAPA SAWIT","8332","PENGEMUDI TRUK BERAT DAN TRUK KONTAINER"
"penjahit pakaian(permak).jasa menjahit(permak) dan membuat pakaian.jasa menjahit(permak) pakaian milik sendiri.","95291","AKTIVITAS VERMAK PAKAIAN","7533","TUKANG JAHIT, PENYULAM, DAN YBDI"
"mengawasi proses panen kelapa sawit.buah kelapa sawit (tbs).perkebunan milik peibadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengawasi proses panen kelapa sawit.kalapa sawit (tbs).perkebunan kelapa sawit milik pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen kelapa sawit.buah kelapa sawit(tbs).perkebunan milik pribadi/warga.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit milik perusahaan (kopkar).buah kelapa sawit (tbs).perkebunan kelapa sawit milik perusahaan(kopkar).","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit(tbs).perkebunan kelapa sawit milik pribadi/warga.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi/masyarakat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memupuk pohon sawit.kelapa sawit tbs.perkebunan kelapa sawit ksk(kopkar).","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik masyarakat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengemudikan trak muatan tbs dari lahan ke pabrik.kelapa sawit tbs.perkebunan kelapa sawit.","01262","PERKEBUNAN BUAH KELAPA SAWIT","8332","PENGEMUDI TRUK BERAT DAN TRUK KONTAINER"
"menyemprot lahan kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengawasi proses panen kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"menyemprot lahan kelapa sawit.buah kelapa sawit(tbs).perkebunan kelapa sawit milik perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"security (menjaga keamanan di perusahaan).buah kelapa sawit(tbs).perkebunan kelapa sawit milik perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","5414","PENJAGA KEAMANAN"
"mengawasi proses panen kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mengelola, memelihara dan merawat arsip.jasa pemerintah.bawaslu.","84112","PENYELENGGARAAN PEMERINTAH NEGARA DAN KESEKRETARIATAN NEGARA","4415","JURU TATA USAHA PENGARSIPAN DAN PENGGANDAAN"
"membuat laporan keluar dan masuknya keuangan yang di gunakan desa (staf keuangan).jasa pemerintah.administrasi pelayanan pemerintahan (di desa).","84112","PENYELENGGARAAN PEMERINTAH NEGARA DAN KESEKRETARIATAN NEGARA","4110","TENAGA PERKANTORAN UMUM"
"security (menjaga keamanan).buah kelapa sawit (tbs).perkebunan kelapa sawit milik perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","5414","PENJAGA KEAMANAN"
"menoreh pohon karet.getah karet.perkebunan karet.","01291","PERKEBUNAN KARET DAN TANAMAN PENGHASIL GETAH LAINNYA","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan milik pribadi/warga.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan milik pribadi/warga.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen buah kelapa sawit.buah kelapa sawit (tbs).perkebunan kelapa sawit milik pribadi.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"memanen kelapa sawit.buah kelapa sawit(tbs).perkebunan kelapa sawit milik pribadi/warga.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"menyemprot lahan kelapa sawit.buah kelapa sawit(tbs).perkebunan kelapa sawit milik perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"mencabut gigi(dewasa dan anak anak).jasa kesehatan.pelayanan kesehatan(puskesmas).","86901","AKTIVITAS PELAYANAN KESEHATAN YANG DILAKUKAN OLEH TENAGA KESEHATAN SELAIN DOKTER DAN DOKTER GIGI","3214","TEKNISI PROSTETIK MEDIS DAN GIGI"
"operator listrik.kelapa sawit (tbs).perkebunan kelapa sawit milik perusahaan.","01262","PERKEBUNAN BUAH KELAPA SAWIT","8189","OPERATOR MESIN STASIONER YTDL"
"memperbaiki sepeda motor.jasa perawatan dan perbaikan.reparasi sepeda motor milik sendiri.","45407","REPARASI DAN PERAWATAN SEPEDA MOTOR","7231","MEKANIK DAN TUKANG REPARASI KENDARAAN BERMOTOR"
"jual beli motor bekas.sepeda motor.perdagangan besar sepeda motor milik sendiri.","45402","PERDAGANGAN BESAR SEPEDA MOTOR BEKAS","1221","MANAJER PENJUALAN DAN PEMASARAN"
"memanen buah kelapa sawit.buah kelapa sawit ( tbs ).perkebunan buah kelapa sawit milik rakyat.","01262","PERKEBUNAN BUAH KELAPA SAWIT","6112","PEKERJA PERTANIAN TANAMAN TAHUNAN DAN TANAMAN SEMAK"
"melayani makan minum.makan dan minum.penyediaan makan minum di warung makan milik orang lain.","56102","RUMAH/WARUNG MAKAN","5131","PRAMUSAJI"
